series,scheme,configurationId,comparisonRole,channelCondition,interleaver,payloadBits,encodedBits,actualRate,burstRatio,x,EsN0Db,metric,rawY,plotted,sourceType,sourceCsvAbsolutePath,sourceStage,sourceRowKey,interpolated,synthetic,exclusionReason,nonMonotonicHighSnrAnomaly
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,2.5,2.5,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-062,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,3.0,3.0,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-063,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,3.5,3.5,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-064,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,4.0,4.0,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-065,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,4.5,4.5,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-066,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,5.0,5.0,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-067,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,5.5,5.5,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-068,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,6.0,6.0,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-069,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,6.5,6.5,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-070,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,7.0,7.0,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-071,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,7.5,7.5,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-072,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,8.0,8.0,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-073,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,8.5,8.5,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-074,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,9.0,9.0,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-075,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,9.5,9.5,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-076,false,false,ZERO_ON_LOG_AXIS,false
CC无突发（AWGN）,CC,NO_BURST_AWGN,NO_BURST_AWGN_REFERENCE,NO_BURST_AWGN,NONE,300,612,0.49019607843137253,0,10.0,10.0,BER,0.0,false,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-077,false,false,ZERO_ON_LOG_AXIS,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-5.0,-5.0,BER,0.22367333333333334,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=126|EsN0Db=-5.0,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-4.5,-4.5,BER,0.20677333333333334,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=128|EsN0Db=-4.5,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-4.0,-4.0,BER,0.18818666666666667,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=130|EsN0Db=-4.0,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-3.5,-3.5,BER,0.16734666666666667,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=132|EsN0Db=-3.5,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-3.0,-3.0,BER,0.1421,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=134|EsN0Db=-3.0,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-2.5,-2.5,BER,0.10626,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=136|EsN0Db=-2.5,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-2.0,-2.0,BER,0.05914333333333333,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=138|EsN0Db=-2.0,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-1.5,-1.5,BER,0.018523333333333333,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=140|EsN0Db=-1.5,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-1.0,-1.0,BER,0.002420949223306932,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=142|EsN0Db=-1.0,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,-0.5,-0.5,BER,0.00017899790123754615,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=144|EsN0Db=-0.5,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,0.0,0.0,BER,1.3933333333333333e-05,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=146|EsN0Db=0.0,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,0.5,0.5,BER,1e-06,true,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=148|EsN0Db=0.5,false,false,,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,1.0,1.0,BER,0.0,false,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=150|EsN0Db=1.0,false,false,ZERO_ON_LOG_AXIS,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,1.5,1.5,BER,0.0,false,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=152|EsN0Db=1.5,false,false,ZERO_ON_LOG_AXIS,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,2.0,2.0,BER,0.0,false,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=154|EsN0Db=2.0,false,false,ZERO_ON_LOG_AXIS,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,2.5,2.5,BER,0.0,false,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=156|EsN0Db=2.5,false,false,ZERO_ON_LOG_AXIS,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,3.0,3.0,BER,0.0,false,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=158|EsN0Db=3.0,false,false,ZERO_ON_LOG_AXIS,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,3.5,3.5,BER,0.0,false,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=160|EsN0Db=3.5,false,false,ZERO_ON_LOG_AXIS,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,4.0,4.0,BER,0.0,false,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=162|EsN0Db=4.0,false,false,ZERO_ON_LOG_AXIS,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,4.5,4.5,BER,0.0,false,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=164|EsN0Db=4.5,false,false,ZERO_ON_LOG_AXIS,false
LDPC无交织近码率基线（AWGN，R=0.46875）,LDPC,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80,NO_INTERLEAVING_NEAR_RATE_REFERENCE,NO_BURST_AWGN,NONE,300,640,0.46875,0,5.0,5.0,BER,0.0,false,HISTORICAL_FORMAL_EXACT_ROW,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,stage23_s4_final_reintegration,LDPC_BG2_K300_N640|line=166|EsN0Db=5.0,false,false,ZERO_ON_LOG_AXIS,false
